group,period_end,value
Wyoming,8/30/21,31.7
Alabama,9/13/21,34.2
Alaska,9/13/21,34.3
Arizona,9/13/21,30.9
Arkansas,9/13/21,34.5
California,9/13/21,32.5
Colorado,9/13/21,29.1
Connecticut,9/13/21,29.2
Delaware,9/13/21,30.4
District of Columbia,9/13/21,32.4
Florida,9/13/21,35.5
Georgia,9/13/21,31
Hawaii,9/13/21,30
Idaho,9/13/21,30.1
Illinois,9/13/21,31.4
Indiana,9/13/21,30.5
Iowa,9/13/21,28.9
Kansas,9/13/21,33.7
Kentucky,9/13/21,33
Louisiana,9/13/21,44.4
Maine,9/13/21,25.9
Maryland,9/13/21,32.8
Massachusetts,9/13/21,30.3
Michigan,9/13/21,29.3
Minnesota,9/13/21,25.5
Mississippi,9/13/21,29.2
Missouri,9/13/21,33.7
Montana,9/13/21,25.5
Nebraska,9/13/21,28.1
Nevada,9/13/21,33.2
New Hampshire,9/13/21,28.7
New Jersey,9/13/21,28.1
New Mexico,9/13/21,31.7
New York,9/13/21,32
North Carolina,9/13/21,32.2
North Dakota,9/13/21,30.7
Ohio,9/13/21,31.6
Oklahoma,9/13/21,34.7
Oregon,9/13/21,37.1
Pennsylvania,9/13/21,27.2
Rhode Island,9/13/21,32.1
South Carolina,9/13/21,29.2
South Dakota,9/13/21,19.9
Tennessee,9/13/21,36.8
Texas,9/13/21,36.3
Utah,9/13/21,29.9
Vermont,9/13/21,37.5
Virginia,9/13/21,30.7
Washington,9/13/21,34.1
West Virginia,9/13/21,32.6
Wisconsin,9/13/21,26.5
Wyoming,9/13/21,31.1
Alabama,9/27/21,32.4
Alaska,9/27/21,36.5
Arizona,9/27/21,30.9
Arkansas,9/27/21,38.3
California,9/27/21,33.9
Colorado,9/27/21,30.9
Connecticut,9/27/21,28.1
Delaware,9/27/21,33.9
District of Columbia,9/27/21,31.7
Florida,9/27/21,31.5
Georgia,9/27/21,31.3
Hawaii,9/27/21,34.5
Idaho,9/27/21,29.7
Illinois,9/27/21,29.7
Indiana,9/27/21,31.4
Iowa,9/27/21,30.4
Kansas,9/27/21,35.7
Kentucky,9/27/21,29.1
Louisiana,9/27/21,41.7
Maine,9/27/21,31.2
Maryland,9/27/21,30.4
Massachusetts,9/27/21,27.9
Michigan,9/27/21,26.4
Minnesota,9/27/21,26.5
Mississippi,9/27/21,39.2
Missouri,9/27/21,39.4
Montana,9/27/21,34
Nebraska,9/27/21,26.3
Nevada,9/27/21,37
New Hampshire,9/27/21,26.8
New Jersey,9/27/21,29.7
New Mexico,9/27/21,34.2
New York,9/27/21,37.4
North Carolina,9/27/21,28.6
North Dakota,9/27/21,27.4
Ohio,9/27/21,28.2
Oklahoma,9/27/21,41.6
Oregon,9/27/21,36.6
Pennsylvania,9/27/21,31.5
Rhode Island,9/27/21,27
South Carolina,9/27/21,27.1
South Dakota,9/27/21,23.7
Tennessee,9/27/21,36.5
Texas,9/27/21,32.5
Utah,9/27/21,35.6
Vermont,9/27/21,24.3
Virginia,9/27/21,31.8
Washington,9/27/21,36.2
West Virginia,9/27/21,30.7
Wisconsin,9/27/21,28.3
Wyoming,9/27/21,27.2
Alabama,10/11/21,34.1
Alaska,10/11/21,38.5
Arizona,10/11/21,33
Arkansas,10/11/21,37.8
California,10/11/21,32
Colorado,10/11/21,32
Connecticut,10/11/21,28.7
Delaware,10/11/21,26.6
District of Columbia,10/11/21,35.9
Florida,10/11/21,31.6
Georgia,10/11/21,34.3
Hawaii,10/11/21,32.5
Idaho,10/11/21,33
Illinois,10/11/21,31.3
Indiana,10/11/21,28.6
Iowa,10/11/21,27.2
Kansas,10/11/21,29.2
Kentucky,10/11/21,36.2
Louisiana,10/11/21,32.5
Maine,10/11/21,28.6
Maryland,10/11/21,28.4
Massachusetts,10/11/21,31.4
Michigan,10/11/21,29.8
Minnesota,10/11/21,24.6
Mississippi,10/11/21,35.9
Missouri,10/11/21,33.6
Montana,10/11/21,28.2
Nebraska,10/11/21,33.5
Nevada,10/11/21,30
New Hampshire,10/11/21,23.5
New Jersey,10/11/21,28.6
New Mexico,10/11/21,31.9
New York,10/11/21,29.6
North Carolina,10/11/21,35
North Dakota,10/11/21,33.3
Ohio,10/11/21,26.4
Oklahoma,10/11/21,37.7
Oregon,10/11/21,34.6
Pennsylvania,10/11/21,33.8
Rhode Island,10/11/21,37.3
South Carolina,10/11/21,30.2
South Dakota,10/11/21,24.7
Tennessee,10/11/21,34.6
Texas,10/11/21,34.2
Utah,10/11/21,31.1
Vermont,10/11/21,33.6
Virginia,10/11/21,27.9
Washington,10/11/21,33.5
West Virginia,10/11/21,31.7
Wisconsin,10/11/21,22.9
Wyoming,10/11/21,29.5
Alabama,12/13/21,32.1
Alaska,12/13/21,37.8
Arizona,12/13/21,31.2
Arkansas,12/13/21,34.4
California,12/13/21,30.4
Colorado,12/13/21,33.2
Connecticut,12/13/21,29.3
Delaware,12/13/21,26.3
District of Columbia,12/13/21,31.1
Florida,12/13/21,28.8
Georgia,12/13/21,29.9
Hawaii,12/13/21,31.9
Idaho,12/13/21,32.2
Illinois,12/13/21,27.6
Indiana,12/13/21,30.2
Iowa,12/13/21,29.8
Kansas,12/13/21,31.1
Kentucky,12/13/21,36.7
Louisiana,12/13/21,38.7
Maine,12/13/21,30.9
Maryland,12/13/21,28.2
Massachusetts,12/13/21,30.2
Michigan,12/13/21,31.4
Minnesota,12/13/21,27.9
Mississippi,12/13/21,31.7
Missouri,12/13/21,32.8
Montana,12/13/21,30.1
Nebraska,12/13/21,30.5
Nevada,12/13/21,36.3
New Hampshire,12/13/21,30.7
New Jersey,12/13/21,27.8
New Mexico,12/13/21,34.6
New York,12/13/21,33.3
North Carolina,12/13/21,30
North Dakota,12/13/21,33.4
Ohio,12/13/21,30.1
Oklahoma,12/13/21,38.3
Oregon,12/13/21,35.6
Pennsylvania,12/13/21,28.9
Rhode Island,12/13/21,27.8
South Carolina,12/13/21,25.1
South Dakota,12/13/21,24
Tennessee,12/13/21,31.4
Texas,12/13/21,29.5
Utah,12/13/21,32.5
Vermont,12/13/21,32.2
Virginia,12/13/21,31.5
Washington,12/13/21,33.6
West Virginia,12/13/21,39.9
Wisconsin,12/13/21,26.3
Wyoming,12/13/21,32.3
Alabama,1/10/22,33.9
Alaska,1/10/22,31.9
Arizona,1/10/22,34.1
Arkansas,1/10/22,40.6
California,1/10/22,31.9
Colorado,1/10/22,30.2
Connecticut,1/10/22,31.6
Delaware,1/10/22,30.1
District of Columbia,1/10/22,35.9
Florida,1/10/22,33.6
Georgia,1/10/22,29.4
Hawaii,1/10/22,32.1
Idaho,1/10/22,28.8
Illinois,1/10/22,29.7
Indiana,1/10/22,32.2
Iowa,1/10/22,28
Kansas,1/10/22,28.8
Kentucky,1/10/22,34.2
Louisiana,1/10/22,30.7
Maine,1/10/22,32.4
Maryland,1/10/22,27.8
Massachusetts,1/10/22,30.4
Michigan,1/10/22,31.2
Minnesota,1/10/22,26.3
Mississippi,1/10/22,36.3
Missouri,1/10/22,32.7
Montana,1/10/22,34.6
Nebraska,1/10/22,35.4
Nevada,1/10/22,35.4
New Hampshire,1/10/22,31.7
New Jersey,1/10/22,33.8
New Mexico,1/10/22,36.8
New York,1/10/22,31.4
North Carolina,1/10/22,29.3
North Dakota,1/10/22,24.8
Ohio,1/10/22,32.3
Oklahoma,1/10/22,35.8
Oregon,1/10/22,36.8
Pennsylvania,1/10/22,29.1
Rhode Island,1/10/22,35.6
South Carolina,1/10/22,29.7
South Dakota,1/10/22,28.7
Tennessee,1/10/22,31.3
Texas,1/10/22,35.1
Utah,1/10/22,34.3
Vermont,1/10/22,34.5
Virginia,1/10/22,35.4
Washington,1/10/22,32.7
West Virginia,1/10/22,34.6
Wisconsin,1/10/22,25.5
Wyoming,1/10/22,33.9
Alabama,2/7/22,33.8
Alaska,2/7/22,33.4
Arizona,2/7/22,31.5
Arkansas,2/7/22,38.2
California,2/7/22,32.9
Colorado,2/7/22,28.5
Connecticut,2/7/22,32.3
Delaware,2/7/22,33.4
District of Columbia,2/7/22,27.1
Florida,2/7/22,32.6
Georgia,2/7/22,31.9
Hawaii,2/7/22,33.1
Idaho,2/7/22,26.2
Illinois,2/7/22,32.6
Indiana,2/7/22,29.2
Iowa,2/7/22,24.5
Kansas,2/7/22,29.8
Kentucky,2/7/22,33.7
Louisiana,2/7/22,35.2
Maine,2/7/22,31.3
Maryland,2/7/22,31.1
Massachusetts,2/7/22,30.6
Michigan,2/7/22,32
Minnesota,2/7/22,24.7
Mississippi,2/7/22,37.2
Missouri,2/7/22,31.4
Montana,2/7/22,33.3
Nebraska,2/7/22,28.3
Nevada,2/7/22,37
New Hampshire,2/7/22,23.9
New Jersey,2/7/22,34.9
New Mexico,2/7/22,34.8
New York,2/7/22,29.6
North Carolina,2/7/22,28
North Dakota,2/7/22,30
Ohio,2/7/22,26.7
Oklahoma,2/7/22,33.9
Oregon,2/7/22,37.2
Pennsylvania,2/7/22,31.7
Rhode Island,2/7/22,27.6
South Carolina,2/7/22,29.7
South Dakota,2/7/22,27.2
Tennessee,2/7/22,33.9
Texas,2/7/22,32.9
Utah,2/7/22,28.3
Vermont,2/7/22,31.6
Virginia,2/7/22,29.8
Washington,2/7/22,32.3
West Virginia,2/7/22,36.1
Wisconsin,2/7/22,28.2
Wyoming,2/7/22,33
Alabama,3/14/22,33.5
Alaska,3/14/22,32.7
Arizona,3/14/22,34.4
Arkansas,3/14/22,38.8
California,3/14/22,32.8
Colorado,3/14/22,29
Connecticut,3/14/22,28.9
Delaware,3/14/22,24.3
District of Columbia,3/14/22,31.9
Florida,3/14/22,28.7
Georgia,3/14/22,29.6
Hawaii,3/14/22,26.9
Idaho,3/14/22,30.1
Illinois,3/14/22,32.3
Indiana,3/14/22,29.9
Iowa,3/14/22,28.7
Kansas,3/14/22,31.3
Kentucky,3/14/22,34.8
Louisiana,3/14/22,37.9
Maine,3/14/22,28.7
Maryland,3/14/22,28.9
Massachusetts,3/14/22,32.2
Michigan,3/14/22,28
Minnesota,3/14/22,28.7
Mississippi,3/14/22,37.8
Missouri,3/14/22,33.5
Montana,3/14/22,25.9
Nebraska,3/14/22,28.9
Nevada,3/14/22,32.7
New Hampshire,3/14/22,29.6
New Jersey,3/14/22,27.7
New Mexico,3/14/22,34
New York,3/14/22,29.1
North Carolina,3/14/22,29.7
North Dakota,3/14/22,26.2
Ohio,3/14/22,34.1
Oklahoma,3/14/22,38
Oregon,3/14/22,34.7
Pennsylvania,3/14/22,33.7
Rhode Island,3/14/22,26.5
South Carolina,3/14/22,27.3
South Dakota,3/14/22,27.8
Tennessee,3/14/22,29.7
Texas,3/14/22,34.5
Utah,3/14/22,31.6
Vermont,3/14/22,29.9
Virginia,3/14/22,29.8
Washington,3/14/22,33.9
West Virginia,3/14/22,34
Wisconsin,3/14/22,27.4
Wyoming,3/14/22,32.4
Alabama,4/11/22,28.6
Alaska,4/11/22,27
Arizona,4/11/22,28.5
Arkansas,4/11/22,32.8
California,4/11/22,30.1
Colorado,4/11/22,31.5
Connecticut,4/11/22,25
Delaware,4/11/22,27.1
District of Columbia,4/11/22,33.4
Florida,4/11/22,34
Georgia,4/11/22,31.6
Hawaii,4/11/22,26.6
Idaho,4/11/22,29.6
Illinois,4/11/22,31.4
Indiana,4/11/22,28.2
Iowa,4/11/22,28.1
Kansas,4/11/22,32.7
Kentucky,4/11/22,37.5
Louisiana,4/11/22,36.7
Maine,4/11/22,33.3
Maryland,4/11/22,29.7
Massachusetts,4/11/22,29.4
Michigan,4/11/22,25.7
Minnesota,4/11/22,26
Mississippi,4/11/22,32.8
Missouri,4/11/22,32.2
Montana,4/11/22,29.8
Nebraska,4/11/22,28.6
Nevada,4/11/22,31.2
New Hampshire,4/11/22,30.8
New Jersey,4/11/22,32
New Mexico,4/11/22,39.3
New York,4/11/22,30.9
North Carolina,4/11/22,31.5
North Dakota,4/11/22,32.6
Ohio,4/11/22,28.9
Oklahoma,4/11/22,38
Oregon,4/11/22,35.7
Pennsylvania,4/11/22,29.5
Rhode Island,4/11/22,25.7
South Carolina,4/11/22,25.3
South Dakota,4/11/22,28.6
Tennessee,4/11/22,29.8
Texas,4/11/22,34.3
Utah,4/11/22,31.1
Vermont,4/11/22,28.1
Virginia,4/11/22,29.7
Washington,4/11/22,28.4
West Virginia,4/11/22,44
Wisconsin,4/11/22,29.1
Wyoming,4/11/22,31.3
Alabama,5/9/22,31
Alaska,5/9/22,30.9
Arizona,5/9/22,29.4
Arkansas,5/9/22,28.3
California,5/9/22,33.1
Colorado,5/9/22,24
Connecticut,5/9/22,30
Delaware,5/9/22,24.2
District of Columbia,5/9/22,26.8
Florida,5/9/22,28.3
Georgia,5/9/22,29.4
Hawaii,5/9/22,24.5
Idaho,5/9/22,29.2
Illinois,5/9/22,29.7
Indiana,5/9/22,28.7
Iowa,5/9/22,28
Kansas,5/9/22,27.8
Kentucky,5/9/22,35.8
Louisiana,5/9/22,30.6
Maine,5/9/22,30.5
Maryland,5/9/22,28
Massachusetts,5/9/22,30.6
Michigan,5/9/22,31.9
Minnesota,5/9/22,27.3
Mississippi,5/9/22,38
Missouri,5/9/22,31.7
Montana,5/9/22,32.3
Nebraska,5/9/22,28.9
Nevada,5/9/22,30.1
New Hampshire,5/9/22,31.9
New Jersey,5/9/22,29.8
New Mexico,5/9/22,32.4
New York,5/9/22,32
North Carolina,5/9/22,28.1
North Dakota,5/9/22,29.8
Ohio,5/9/22,28.2
Oklahoma,5/9/22,38
Oregon,5/9/22,32.6
Pennsylvania,5/9/22,31.5
Rhode Island,5/9/22,25
South Carolina,5/9/22,30.8
South Dakota,5/9/22,19.2
Tennessee,5/9/22,32.1
Texas,5/9/22,34.1
Utah,5/9/22,36.9
Vermont,5/9/22,25.6
Virginia,5/9/22,30.2
Washington,5/9/22,34.3
West Virginia,5/9/22,31
Wisconsin,5/9/22,26.7
Wyoming,5/9/22,26.7
Alabama,6/13/22,37.7
Alaska,6/13/22,32.8
Arizona,6/13/22,34.8
Arkansas,6/13/22,37.5
California,6/13/22,34.8
Colorado,6/13/22,33.7
Connecticut,6/13/22,31.4
Delaware,6/13/22,26.2
District of Columbia,6/13/22,26.4
Florida,6/13/22,30.4
Georgia,6/13/22,30.4
Hawaii,6/13/22,24.5
Idaho,6/13/22,30.3
Illinois,6/13/22,30.7
Indiana,6/13/22,34
Iowa,6/13/22,34.7
Kansas,6/13/22,28.1
Kentucky,6/13/22,42
Louisiana,6/13/22,40.2
Maine,6/13/22,31.3
Maryland,6/13/22,32.9
Massachusetts,6/13/22,30.8
Michigan,6/13/22,28
Minnesota,6/13/22,28.1
Mississippi,6/13/22,46.1
Missouri,6/13/22,31.1
Montana,6/13/22,27.1
Nebraska,6/13/22,31.3
Nevada,6/13/22,39.9
New Hampshire,6/13/22,31.2
New Jersey,6/13/22,29.6
New Mexico,6/13/22,33.2
New York,6/13/22,29.8
North Carolina,6/13/22,35.6
North Dakota,6/13/22,28.2
Ohio,6/13/22,33.9
Oklahoma,6/13/22,35.8
Oregon,6/13/22,33.5
Pennsylvania,6/13/22,30.1
Rhode Island,6/13/22,32
South Carolina,6/13/22,37.8
South Dakota,6/13/22,26.9
Tennessee,6/13/22,36.2
Texas,6/13/22,34.1
Utah,6/13/22,34.7
Vermont,6/13/22,29.2
Virginia,6/13/22,29.6
Washington,6/13/22,30.7
West Virginia,6/13/22,40.2
Wisconsin,6/13/22,30.8
Wyoming,6/13/22,33.7
