group,period_end,value
Wyoming,8/30/21,28
Alabama,9/13/21,30.7
Alaska,9/13/21,30
Arizona,9/13/21,26.8
Arkansas,9/13/21,30
California,9/13/21,26.7
Colorado,9/13/21,25.7
Connecticut,9/13/21,25.5
Delaware,9/13/21,27.5
District of Columbia,9/13/21,28.3
Florida,9/13/21,32.9
Georgia,9/13/21,25.3
Hawaii,9/13/21,26.4
Idaho,9/13/21,26
Illinois,9/13/21,28
Indiana,9/13/21,26.1
Iowa,9/13/21,25.3
Kansas,9/13/21,30
Kentucky,9/13/21,30.7
Louisiana,9/13/21,40.1
Maine,9/13/21,22.9
Maryland,9/13/21,29.1
Massachusetts,9/13/21,27.4
Michigan,9/13/21,25
Minnesota,9/13/21,21.9
Mississippi,9/13/21,24.6
Missouri,9/13/21,27.3
Montana,9/13/21,23.3
Nebraska,9/13/21,24.5
Nevada,9/13/21,29.7
New Hampshire,9/13/21,26.3
New Jersey,9/13/21,25.4
New Mexico,9/13/21,29
New York,9/13/21,27.8
North Carolina,9/13/21,29.7
North Dakota,9/13/21,27
Ohio,9/13/21,28.2
Oklahoma,9/13/21,29.4
Oregon,9/13/21,32.5
Pennsylvania,9/13/21,24.3
Rhode Island,9/13/21,29.5
South Carolina,9/13/21,26.6
South Dakota,9/13/21,18.5
Tennessee,9/13/21,33.3
Texas,9/13/21,31.9
Utah,9/13/21,26.7
Vermont,9/13/21,29.3
Virginia,9/13/21,26
Washington,9/13/21,28.9
West Virginia,9/13/21,26.6
Wisconsin,9/13/21,22.8
Wyoming,9/13/21,25.8
Alabama,9/27/21,27.4
Alaska,9/27/21,26.7
Arizona,9/27/21,27
Arkansas,9/27/21,30.6
California,9/27/21,28.9
Colorado,9/27/21,27.7
Connecticut,9/27/21,24.2
Delaware,9/27/21,29.8
District of Columbia,9/27/21,27.3
Florida,9/27/21,26.4
Georgia,9/27/21,27.6
Hawaii,9/27/21,26
Idaho,9/27/21,25.1
Illinois,9/27/21,25.6
Indiana,9/27/21,27.7
Iowa,9/27/21,24.8
Kansas,9/27/21,31.2
Kentucky,9/27/21,26.3
Louisiana,9/27/21,39.2
Maine,9/27/21,28
Maryland,9/27/21,26.3
Massachusetts,9/27/21,25.3
Michigan,9/27/21,22.3
Minnesota,9/27/21,23.7
Mississippi,9/27/21,33.2
Missouri,9/27/21,33
Montana,9/27/21,30.7
Nebraska,9/27/21,23
Nevada,9/27/21,30.1
New Hampshire,9/27/21,24.8
New Jersey,9/27/21,26.4
New Mexico,9/27/21,30.5
New York,9/27/21,34.5
North Carolina,9/27/21,23.8
North Dakota,9/27/21,24.2
Ohio,9/27/21,25.5
Oklahoma,9/27/21,34.1
Oregon,9/27/21,32.9
Pennsylvania,9/27/21,28.5
Rhode Island,9/27/21,24.7
South Carolina,9/27/21,23.2
South Dakota,9/27/21,18.6
Tennessee,9/27/21,33.4
Texas,9/27/21,26.7
Utah,9/27/21,30.1
Vermont,9/27/21,21.2
Virginia,9/27/21,26.2
Washington,9/27/21,30.7
West Virginia,9/27/21,27.2
Wisconsin,9/27/21,24.6
Wyoming,9/27/21,23.1
Alabama,10/11/21,28.7
Alaska,10/11/21,32.9
Arizona,10/11/21,29.6
Arkansas,10/11/21,33.8
California,10/11/21,28.7
Colorado,10/11/21,29.1
Connecticut,10/11/21,25.1
Delaware,10/11/21,21.8
District of Columbia,10/11/21,31.6
Florida,10/11/21,25.7
Georgia,10/11/21,31
Hawaii,10/11/21,26.5
Idaho,10/11/21,29.1
Illinois,10/11/21,26.7
Indiana,10/11/21,23.3
Iowa,10/11/21,23
Kansas,10/11/21,26.8
Kentucky,10/11/21,30.9
Louisiana,10/11/21,28.8
Maine,10/11/21,24.4
Maryland,10/11/21,23.5
Massachusetts,10/11/21,28.2
Michigan,10/11/21,27.3
Minnesota,10/11/21,22.6
Mississippi,10/11/21,30.6
Missouri,10/11/21,29.6
Montana,10/11/21,23.3
Nebraska,10/11/21,28.6
Nevada,10/11/21,25.8
New Hampshire,10/11/21,20
New Jersey,10/11/21,22.2
New Mexico,10/11/21,26.3
New York,10/11/21,26.5
North Carolina,10/11/21,27.3
North Dakota,10/11/21,29
Ohio,10/11/21,23
Oklahoma,10/11/21,31.9
Oregon,10/11/21,30.6
Pennsylvania,10/11/21,31
Rhode Island,10/11/21,34.4
South Carolina,10/11/21,26.5
South Dakota,10/11/21,21.7
Tennessee,10/11/21,29
Texas,10/11/21,28.6
Utah,10/11/21,26.5
Vermont,10/11/21,27.6
Virginia,10/11/21,23.6
Washington,10/11/21,28.2
West Virginia,10/11/21,27.6
Wisconsin,10/11/21,21
Wyoming,10/11/21,27
Alabama,12/13/21,27
Alaska,12/13/21,34.1
Arizona,12/13/21,26.9
Arkansas,12/13/21,29.7
California,12/13/21,25.2
Colorado,12/13/21,27.9
Connecticut,12/13/21,25.7
Delaware,12/13/21,23.4
District of Columbia,12/13/21,27.2
Florida,12/13/21,24.9
Georgia,12/13/21,25.5
Hawaii,12/13/21,27.2
Idaho,12/13/21,28.7
Illinois,12/13/21,23.8
Indiana,12/13/21,24.9
Iowa,12/13/21,26.4
Kansas,12/13/21,24.9
Kentucky,12/13/21,33.5
Louisiana,12/13/21,36.7
Maine,12/13/21,25.9
Maryland,12/13/21,23.6
Massachusetts,12/13/21,25.4
Michigan,12/13/21,27.5
Minnesota,12/13/21,23.2
Mississippi,12/13/21,26.3
Missouri,12/13/21,29
Montana,12/13/21,28.4
Nebraska,12/13/21,27.2
Nevada,12/13/21,30.9
New Hampshire,12/13/21,27
New Jersey,12/13/21,22.9
New Mexico,12/13/21,28.5
New York,12/13/21,29.1
North Carolina,12/13/21,25
North Dakota,12/13/21,29.9
Ohio,12/13/21,26.5
Oklahoma,12/13/21,34.2
Oregon,12/13/21,31.1
Pennsylvania,12/13/21,26
Rhode Island,12/13/21,25.9
South Carolina,12/13/21,23
South Dakota,12/13/21,20.6
Tennessee,12/13/21,26.8
Texas,12/13/21,24.9
Utah,12/13/21,28
Vermont,12/13/21,28.1
Virginia,12/13/21,28.7
Washington,12/13/21,30.1
West Virginia,12/13/21,36.5
Wisconsin,12/13/21,23.1
Wyoming,12/13/21,29
Alabama,1/10/22,26.7
Alaska,1/10/22,28.6
Arizona,1/10/22,30.5
Arkansas,1/10/22,36.1
California,1/10/22,27.1
Colorado,1/10/22,26.7
Connecticut,1/10/22,28
Delaware,1/10/22,27.4
District of Columbia,1/10/22,30.3
Florida,1/10/22,28.9
Georgia,1/10/22,24.6
Hawaii,1/10/22,26.7
Idaho,1/10/22,24.4
Illinois,1/10/22,25.7
Indiana,1/10/22,27.4
Iowa,1/10/22,24.8
Kansas,1/10/22,25.4
Kentucky,1/10/22,30.3
Louisiana,1/10/22,26.6
Maine,1/10/22,28.9
Maryland,1/10/22,24.9
Massachusetts,1/10/22,26.4
Michigan,1/10/22,26.6
Minnesota,1/10/22,22
Mississippi,1/10/22,31
Missouri,1/10/22,25.1
Montana,1/10/22,29.9
Nebraska,1/10/22,31.6
Nevada,1/10/22,29.8
New Hampshire,1/10/22,27.2
New Jersey,1/10/22,28.5
New Mexico,1/10/22,33.2
New York,1/10/22,28.7
North Carolina,1/10/22,25.6
North Dakota,1/10/22,22
Ohio,1/10/22,28
Oklahoma,1/10/22,32.2
Oregon,1/10/22,32
Pennsylvania,1/10/22,25.5
Rhode Island,1/10/22,32.3
South Carolina,1/10/22,26.5
South Dakota,1/10/22,24.7
Tennessee,1/10/22,27.5
Texas,1/10/22,31
Utah,1/10/22,30.4
Vermont,1/10/22,30.7
Virginia,1/10/22,31.7
Washington,1/10/22,28.1
West Virginia,1/10/22,31.6
Wisconsin,1/10/22,23.7
Wyoming,1/10/22,29.2
Alabama,2/7/22,30.4
Alaska,2/7/22,27.4
Arizona,2/7/22,26.1
Arkansas,2/7/22,34.4
California,2/7/22,28.4
Colorado,2/7/22,25.4
Connecticut,2/7/22,26.4
Delaware,2/7/22,29.5
District of Columbia,2/7/22,23.7
Florida,2/7/22,27.9
Georgia,2/7/22,25.5
Hawaii,2/7/22,29
Idaho,2/7/22,23.3
Illinois,2/7/22,27.8
Indiana,2/7/22,25.2
Iowa,2/7/22,21.4
Kansas,2/7/22,25.7
Kentucky,2/7/22,29.4
Louisiana,2/7/22,29.3
Maine,2/7/22,27.9
Maryland,2/7/22,25.4
Massachusetts,2/7/22,26.7
Michigan,2/7/22,26.9
Minnesota,2/7/22,21.3
Mississippi,2/7/22,33.7
Missouri,2/7/22,26.2
Montana,2/7/22,29.2
Nebraska,2/7/22,23.7
Nevada,2/7/22,31.1
New Hampshire,2/7/22,20.8
New Jersey,2/7/22,30.7
New Mexico,2/7/22,29.4
New York,2/7/22,26.1
North Carolina,2/7/22,25.1
North Dakota,2/7/22,24.1
Ohio,2/7/22,23.1
Oklahoma,2/7/22,29.9
Oregon,2/7/22,32
Pennsylvania,2/7/22,27
Rhode Island,2/7/22,25.4
South Carolina,2/7/22,26
South Dakota,2/7/22,23.8
Tennessee,2/7/22,29
Texas,2/7/22,28.3
Utah,2/7/22,24.2
Vermont,2/7/22,29.3
Virginia,2/7/22,26.4
Washington,2/7/22,27.6
West Virginia,2/7/22,30.5
Wisconsin,2/7/22,26.1
Wyoming,2/7/22,30.3
Alabama,3/14/22,26.4
Alaska,3/14/22,28.3
Arizona,3/14/22,28.7
Arkansas,3/14/22,33.1
California,3/14/22,28.8
Colorado,3/14/22,24
Connecticut,3/14/22,25.3
Delaware,3/14/22,22
District of Columbia,3/14/22,29
Florida,3/14/22,25.5
Georgia,3/14/22,25
Hawaii,3/14/22,20.7
Idaho,3/14/22,27.3
Illinois,3/14/22,27.5
Indiana,3/14/22,26.3
Iowa,3/14/22,23.7
Kansas,3/14/22,27.7
Kentucky,3/14/22,31.5
Louisiana,3/14/22,35.2
Maine,3/14/22,24.4
Maryland,3/14/22,25
Massachusetts,3/14/22,27.7
Michigan,3/14/22,23.7
Minnesota,3/14/22,24.7
Mississippi,3/14/22,31.4
Missouri,3/14/22,29.6
Montana,3/14/22,23.4
Nebraska,3/14/22,25.4
Nevada,3/14/22,29.2
New Hampshire,3/14/22,26.4
New Jersey,3/14/22,22.4
New Mexico,3/14/22,31.3
New York,3/14/22,24.7
North Carolina,3/14/22,26.9
North Dakota,3/14/22,22.5
Ohio,3/14/22,29.8
Oklahoma,3/14/22,32.2
Oregon,3/14/22,30.1
Pennsylvania,3/14/22,30.4
Rhode Island,3/14/22,24.1
South Carolina,3/14/22,23.1
South Dakota,3/14/22,25.5
Tennessee,3/14/22,24.3
Texas,3/14/22,29.5
Utah,3/14/22,27.7
Vermont,3/14/22,26.6
Virginia,3/14/22,26.3
Washington,3/14/22,30.7
West Virginia,3/14/22,30.6
Wisconsin,3/14/22,23.7
Wyoming,3/14/22,28.6
Alabama,4/11/22,22.2
Alaska,4/11/22,24.5
Arizona,4/11/22,26.7
Arkansas,4/11/22,26.9
California,4/11/22,25.9
Colorado,4/11/22,28.6
Connecticut,4/11/22,23.3
Delaware,4/11/22,22.1
District of Columbia,4/11/22,30.9
Florida,4/11/22,30.9
Georgia,4/11/22,27.6
Hawaii,4/11/22,19.2
Idaho,4/11/22,25
Illinois,4/11/22,27.5
Indiana,4/11/22,25.5
Iowa,4/11/22,23.6
Kansas,4/11/22,28.4
Kentucky,4/11/22,32.4
Louisiana,4/11/22,33.5
Maine,4/11/22,29.5
Maryland,4/11/22,25.1
Massachusetts,4/11/22,27
Michigan,4/11/22,22.3
Minnesota,4/11/22,23.9
Mississippi,4/11/22,28.1
Missouri,4/11/22,30
Montana,4/11/22,26.6
Nebraska,4/11/22,24.3
Nevada,4/11/22,26.4
New Hampshire,4/11/22,24.7
New Jersey,4/11/22,27.7
New Mexico,4/11/22,34.4
New York,4/11/22,25.7
North Carolina,4/11/22,26
North Dakota,4/11/22,28.9
Ohio,4/11/22,25.1
Oklahoma,4/11/22,32.2
Oregon,4/11/22,31.8
Pennsylvania,4/11/22,25.7
Rhode Island,4/11/22,22.5
South Carolina,4/11/22,22.6
South Dakota,4/11/22,25.8
Tennessee,4/11/22,27.7
Texas,4/11/22,28.8
Utah,4/11/22,27.4
Vermont,4/11/22,25.9
Virginia,4/11/22,25.7
Washington,4/11/22,25.3
West Virginia,4/11/22,36.7
Wisconsin,4/11/22,24.5
Wyoming,4/11/22,27.6
Alabama,5/9/22,27.4
Alaska,5/9/22,26.1
Arizona,5/9/22,25.7
Arkansas,5/9/22,26
California,5/9/22,28
Colorado,5/9/22,20.9
Connecticut,5/9/22,24.9
Delaware,5/9/22,21.9
District of Columbia,5/9/22,25.3
Florida,5/9/22,22.9
Georgia,5/9/22,24.7
Hawaii,5/9/22,20.4
Idaho,5/9/22,26.3
Illinois,5/9/22,26.3
Indiana,5/9/22,24.5
Iowa,5/9/22,24.8
Kansas,5/9/22,26.1
Kentucky,5/9/22,32.8
Louisiana,5/9/22,28.4
Maine,5/9/22,27.2
Maryland,5/9/22,24.9
Massachusetts,5/9/22,26.9
Michigan,5/9/22,27.6
Minnesota,5/9/22,23.2
Mississippi,5/9/22,31.6
Missouri,5/9/22,28.3
Montana,5/9/22,27.9
Nebraska,5/9/22,25.8
Nevada,5/9/22,25.7
New Hampshire,5/9/22,30
New Jersey,5/9/22,26.4
New Mexico,5/9/22,26.1
New York,5/9/22,27.9
North Carolina,5/9/22,25.5
North Dakota,5/9/22,26.3
Ohio,5/9/22,24
Oklahoma,5/9/22,31.4
Oregon,5/9/22,28.8
Pennsylvania,5/9/22,27.9
Rhode Island,5/9/22,22.1
South Carolina,5/9/22,27
South Dakota,5/9/22,16.3
Tennessee,5/9/22,27.6
Texas,5/9/22,30
Utah,5/9/22,31.9
Vermont,5/9/22,22.6
Virginia,5/9/22,25.7
Washington,5/9/22,29.8
West Virginia,5/9/22,26.9
Wisconsin,5/9/22,22.8
Wyoming,5/9/22,22.8
Alabama,6/13/22,32.1
Alaska,6/13/22,29.8
Arizona,6/13/22,30.7
Arkansas,6/13/22,33
California,6/13/22,30.8
Colorado,6/13/22,30.2
Connecticut,6/13/22,25.9
Delaware,6/13/22,20.4
District of Columbia,6/13/22,22.9
Florida,6/13/22,26.9
Georgia,6/13/22,26.2
Hawaii,6/13/22,19.9
Idaho,6/13/22,27.6
Illinois,6/13/22,28.2
Indiana,6/13/22,30.3
Iowa,6/13/22,30
Kansas,6/13/22,24.4
Kentucky,6/13/22,38
Louisiana,6/13/22,34.7
Maine,6/13/22,26.9
Maryland,6/13/22,29.2
Massachusetts,6/13/22,26.6
Michigan,6/13/22,23.4
Minnesota,6/13/22,24.8
Mississippi,6/13/22,37.8
Missouri,6/13/22,26.9
Montana,6/13/22,24.4
Nebraska,6/13/22,22.4
Nevada,6/13/22,34
New Hampshire,6/13/22,29
New Jersey,6/13/22,26.3
New Mexico,6/13/22,28.3
New York,6/13/22,27.5
North Carolina,6/13/22,31.5
North Dakota,6/13/22,23.6
Ohio,6/13/22,29.7
Oklahoma,6/13/22,31
Oregon,6/13/22,29.5
Pennsylvania,6/13/22,25.5
Rhode Island,6/13/22,29
South Carolina,6/13/22,33.6
South Dakota,6/13/22,24.4
Tennessee,6/13/22,32.9
Texas,6/13/22,30.5
Utah,6/13/22,30.9
Vermont,6/13/22,25.4
Virginia,6/13/22,26.2
Washington,6/13/22,26.1
West Virginia,6/13/22,33.9
Wisconsin,6/13/22,27.3
Wyoming,6/13/22,29.1
